product_name,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,sale_date,farm_city,farm_state,year,month,day,turnover_ratio,storage_cost,revenue
Milk,1.27,16106,8196,7910,Dairyland Co-op,2023-08-06,Gleichnerview,CO,2023,8,6,0.5088786787532597,6228.346456692913,10408.92
Milk,1.28,25075,17224,7851,Dairyland Co-op,2023-08-05,Caguas,MT,2023,8,5,0.6868993020937189,6133.59375,22046.72
Milk,1.31,38487,30129,8358,Happy Cows Dairy,2023-08-05,Lorain,SC,2023,8,5,0.782835762725076,6380.152671755725,39468.990000000005
Milk,1.18,11055,3603,7452,Dairyland Co-op,2023-08-04,New Dimitricester,HI,2023,8,4,0.3259158751696065,6315.254237288136,4251.54
Milk,0.97,8085,3944,4141,Dairyland Co-op,2023-08-04,Port Kadinboro,LA,2023,8,4,0.4878169449598021,4269.072164948454,3825.68
Milk,1.08,24482,20178,4304,Happy Cows Dairy,2023-08-04,East Giuseppe,VT,2023,8,4,0.8241973694959562,3985.1851851851848,21792.24
Cheese,9.36,29696,3302,26394,Happy Cows Dairy,2023-08-03,Terryside,NJ,2023,8,3,0.11119342672413793,2819.871794871795,30906.719999999998
Milk,1.38,3066,2489,577,Happy Cows Dairy,2023-08-02,West Stanley,ND,2023,8,2,0.8118069145466406,418.11594202898556,3434.8199999999997
Milk,0.99,10458,7014,3444,Dairyland Co-op,2023-08-02,Castro Valley,ND,2023,8,2,0.6706827309236948,3478.787878787879,6943.86
Butter,4.39,22574,3615,18959,Fresh Dairy Farms,2023-08-02,Yucaipa,SD,2023,8,2,0.16013998405244972,4318.6788154897495,15869.849999999999
Butter,5.23,36741,30554,6187,Organic Valley,2023-08-01,Charleston,ME,2023,8,1,0.8316050189161972,1182.982791586998,159797.42
Milk,1.08,49705,20291,29414,Organic Valley,2023-07-31,Hammesbury,VT,2023,7,31,0.40822854843577105,27235.185185185182,21914.280000000002
Butter,4.46,38796,15987,22809,Fresh Dairy Farms,2023-07-31,New Elouisehaven,NE,2023,7,31,0.4120785648004949,5114.125560538117,71302.02
Butter,5.18,6609,1018,5591,Organic Valley,2023-07-31,Greenfort,MS,2023,7,31,0.15403238008775913,1079.3436293436293,5273.24
Yogurt,2.45,20648,9990,10658,Happy Cows Dairy,2023-07-31,Pollycester,IL,2023,7,31,0.4838240991863619,4350.204081632653,24475.5
Cheese,9.37,43758,32522,11236,Fresh Dairy Farms,2023-07-31,North Ashlee,PA,2023,7,31,0.7432240961652726,1199.1462113127002,304731.13999999996
Milk,1.26,7923,659,7264,Dairyland Co-op,2023-07-31,Richardson,WI,2023,7,31,0.08317556481130885,5765.079365079365,830.34
Butter,4.25,13428,5964,7464,Fresh Dairy Farms,2023-07-30,Aglaemouth,NM,2023,7,30,0.44414655942806075,1756.235294117647,25347.0
Cheese,9.16,28350,13775,14575,Organic Valley,2023-07-30,Nedraberg,NV,2023,7,30,0.4858906525573192,1591.1572052401746,126179.0
Milk,1.42,26405,11735,14670,Fresh Dairy Farms,2023-07-30,West Enidburgh,WI,2023,7,30,0.4444234046582087,10330.985915492958,16663.7
Butter,5.36,28215,23642,4573,Happy Cows Dairy,2023-07-29,Cathedral City,VA,2023,7,29,0.8379230905546695,853.1716417910447,126721.12000000001
Cheese,6.81,41616,13945,27671,Fresh Dairy Farms,2023-07-29,North Sabinachester,AZ,2023,7,29,0.33508746635909264,4063.289280469897,94965.45
Butter,5.99,11154,5845,5309,Organic Valley,2023-07-29,South Hannamouth,FL,2023,7,29,0.5240272547964856,886.3105175292153,35011.55
Yogurt,3.43,12013,11754,259,Dairyland Co-op,2023-07-29,Armstrongchester,VA,2023,7,29,0.9784400233080829,75.51020408163265,40316.22
Yogurt,3.56,20314,6935,13379,Fresh Dairy Farms,2023-07-29,North Alford,KS,2023,7,29,0.3413901742640543,3758.14606741573,24688.600000000002
Milk,1.31,37770,17201,20569,Dairyland Co-op,2023-07-29,Gailboro,NV,2023,7,29,0.45541435001323805,15701.526717557252,22533.31
Butter,5.28,32256,10634,21622,Dairyland Co-op,2023-07-27,West Jesus,NJ,2023,7,27,0.3296750992063492,4095.0757575757575,56147.520000000004
Cheese,6.44,1887,1804,83,Happy Cows Dairy,2023-07-27,New Stephaniatown,MO,2023,7,27,0.9560148383677796,12.888198757763975,11617.76
Milk,1.39,22693,9354,13339,Dairyland Co-op,2023-07-27,Enid,NJ,2023,7,27,0.41219759397170935,9596.402877697843,13002.06
Cheese,6.72,46938,44262,2676,Fresh Dairy Farms,2023-07-26,Lake Reynold,MD,2023,7,26,0.9429886232902979,398.2142857142857,297440.64
Milk,1.4,32554,26288,6266,Dairyland Co-op,2023-07-26,Schmidtfurt,WV,2023,7,26,0.8075198132333968,4475.714285714286,36803.2
Butter,6.0,36657,16365,20292,Dairyland Co-op,2023-07-26,Chancecester,OR,2023,7,26,0.4464358785497995,3382.0,98190.0
Cheese,9.05,8633,4439,4194,Happy Cows Dairy,2023-07-25,St. Joseph,ME,2023,7,25,0.5141897370554848,463.42541436464086,40172.950000000004
Yogurt,2.79,26963,18710,8253,Dairyland Co-op,2023-07-25,West Rosella,IN,2023,7,25,0.6939138819864259,2958.064516129032,52200.9
Butter,5.53,29152,2643,26509,Fresh Dairy Farms,2023-07-25,Long Beach,WY,2023,7,25,0.09066273326015367,4793.670886075949,14615.79
Yogurt,3.35,49140,17197,31943,Fresh Dairy Farms,2023-07-24,South Noelia,ND,2023,7,24,0.3499592999593,9535.223880597016,57609.950000000004
Cheese,8.41,4995,2013,2982,Fresh Dairy Farms,2023-07-24,Rosarioborough,DE,2023,7,24,0.403003003003003,354.57788347205707,16929.33
Yogurt,2.52,6661,3372,3289,Happy Cows Dairy,2023-07-24,North Breannestad,MN,2023,7,24,0.5062302957513887,1305.1587301587301,8497.44
Milk,1.09,24566,22597,1969,Fresh Dairy Farms,2023-07-24,VonRuedenberg,MA,2023,7,24,0.9198485711959619,1806.4220183486236,24630.730000000003
Yogurt,3.33,22326,10337,11989,Happy Cows Dairy,2023-07-24,Louisville/Jefferson County,PA,2023,7,24,0.463002777031264,3600.3003003003,34422.21
Cheese,9.0,16031,4503,11528,Fresh Dairy Farms,2023-07-23,Port Anika,AR,2023,7,23,0.28089326929074915,1280.888888888889,40527.0
Milk,1.11,2804,1112,1692,Organic Valley,2023-07-23,Lake Joannetown,DE,2023,7,23,0.39657631954350925,1524.3243243243242,1234.3200000000002
Milk,1.2,32634,360,32274,Dairyland Co-op,2023-07-23,West Jazmynebury,WY,2023,7,23,0.011031439602868174,26895.0,432.0
Cheese,6.7,4173,3948,225,Organic Valley,2023-07-23,Fort Yasmine,MN,2023,7,23,0.9460819554277499,33.582089552238806,26451.600000000002
Yogurt,2.58,13916,7966,5950,Fresh Dairy Farms,2023-07-22,Allancester,IA,2023,7,22,0.5724346076458753,2306.201550387597,20552.28
Cheese,7.8,28283,27056,1227,Fresh Dairy Farms,2023-07-21,Prosaccohaven,NV,2023,7,21,0.9566170491107733,157.30769230769232,211036.8
Milk,1.07,19197,9382,9815,Fresh Dairy Farms,2023-07-21,Port Jermainchester,FL,2023,7,21,0.48872219617648593,9172.897196261682,10038.74
Butter,5.25,17080,5802,11278,Dairyland Co-op,2023-07-21,San Buenaventura (Ventura),TN,2023,7,21,0.33969555035128807,2148.190476190476,30460.5
Cheese,8.43,26903,13769,13134,Fresh Dairy Farms,2023-07-20,Fort Jodie,ND,2023,7,20,0.5118016578076794,1558.0071174377224,116072.67
Butter,5.12,35699,10468,25231,Organic Valley,2023-07-20,Leuschkehaven,MO,2023,7,20,0.29322950222695315,4927.9296875,53596.16
Milk,1.36,28336,18644,9692,Organic Valley,2023-07-20,Santa Cruz,ND,2023,7,20,0.6579616036137775,7126.470588235294,25355.84
Milk,1.3,32779,9115,23664,Happy Cows Dairy,2023-07-20,Schultzton,NV,2023,7,20,0.2780743768876415,18203.076923076922,11849.5
Cheese,9.57,5860,5298,562,Fresh Dairy Farms,2023-07-19,South Adrienville,TN,2023,7,19,0.9040955631399318,58.72518286311389,50701.86
Butter,5.87,34433,24704,9729,Fresh Dairy Farms,2023-07-19,Fort Ethyl,PA,2023,7,19,0.7174512822002149,1657.4105621805793,145012.48
Milk,1.14,36575,32268,4307,Fresh Dairy Farms,2023-07-19,East Adele,PA,2023,7,19,0.882241968557758,3778.070175438597,36785.52
Butter,4.4,42952,39500,3452,Dairyland Co-op,2023-07-18,Abilene,IL,2023,7,18,0.9196312162413858,784.5454545454545,173800.0
Butter,4.58,24551,9745,14806,Dairyland Co-op,2023-07-17,Dachmouth,CO,2023,7,17,0.39692884200236245,3232.7510917030568,44632.1
Butter,5.24,42403,7708,34695,Organic Valley,2023-07-16,South Ashley,OK,2023,7,16,0.1817795910666698,6621.18320610687,40389.92
Milk,1.18,48058,28863,19195,Dairyland Co-op,2023-07-15,Port Arthur,PA,2023,7,15,0.6005867909609223,16266.949152542375,34058.34
Butter,4.97,17763,4906,12857,Dairyland Co-op,2023-07-14,Dooleymouth,WY,2023,7,14,0.27619208467038225,2586.9215291750506,24382.82
Butter,5.13,47073,20298,26775,Fresh Dairy Farms,2023-07-14,North Chesley,WY,2023,7,14,0.4312026002166847,5219.298245614035,104128.73999999999
Butter,4.81,24299,23658,641,Fresh Dairy Farms,2023-07-14,West Eliburgh,RI,2023,7,14,0.9736203135931519,133.2640332640333,113794.98
Milk,0.99,43914,11466,32448,Dairyland Co-op,2023-07-13,Kariville,WA,2023,7,13,0.261101243339254,32775.757575757576,11351.34
Yogurt,3.29,9460,138,9322,Organic Valley,2023-07-13,Sporerburgh,IL,2023,7,13,0.014587737843551798,2833.434650455927,454.02
Cheese,9.16,6917,2854,4063,Fresh Dairy Farms,2023-07-12,Sigurdtown,NH,2023,7,12,0.4126066213676449,443.5589519650655,26142.64
Yogurt,2.7,10101,8552,1549,Fresh Dairy Farms,2023-07-12,Indio,AZ,2023,7,12,0.8466488466488467,573.7037037037037,23090.4
Yogurt,2.77,37099,3374,33725,Dairyland Co-op,2023-07-11,Fort Virgil,NM,2023,7,11,0.09094584759697028,12175.090252707581,9345.98
Cheese,8.2,10436,9086,1350,Organic Valley,2023-07-11,Fort Bernardohaven,WY,2023,7,11,0.870640091989268,164.63414634146343,74505.2
Yogurt,2.97,43303,1957,41346,Happy Cows Dairy,2023-07-10,Sunrise,MN,2023,7,10,0.04519317368311664,13921.21212121212,5812.29
Milk,1.43,23082,7144,15938,Organic Valley,2023-07-10,Turcotteview,WY,2023,7,10,0.3095052421800537,11145.454545454546,10215.92
Milk,1.32,7660,1863,5797,Happy Cows Dairy,2023-07-10,North Hildegard,CT,2023,7,10,0.24321148825065275,4391.666666666666,2459.1600000000003
Cheese,6.45,16493,13703,2790,Organic Valley,2023-07-09,Bellflower,NV,2023,7,9,0.830837324925726,432.5581395348837,88384.35
Milk,1.37,2952,2685,267,Fresh Dairy Farms,2023-07-09,New Antwonhaven,SD,2023,7,9,0.9095528455284553,194.8905109489051,3678.4500000000003
Milk,1.06,5410,38,5372,Fresh Dairy Farms,2023-07-08,North Eleanora,MD,2023,7,8,0.007024029574861368,5067.924528301886,40.28
Yogurt,3.05,44860,18521,26339,Dairyland Co-op,2023-07-06,New Mack,OR,2023,7,6,0.412862238074008,8635.737704918034,56489.049999999996
Cheese,7.69,9574,9418,156,Fresh Dairy Farms,2023-07-05,East Travonport,WY,2023,7,5,0.9837058700647587,20.286085825747723,72424.42
Milk,1.36,36136,14276,21860,Fresh Dairy Farms,2023-07-04,Betsychester,CT,2023,7,4,0.3950630949745406,16073.529411764704,19415.36
Butter,5.84,27005,11896,15109,Happy Cows Dairy,2023-07-04,Ullrichville,LA,2023,7,4,0.44051101647842994,2587.1575342465753,69472.64
Yogurt,3.23,40201,38407,1794,Dairyland Co-op,2023-07-04,Fort Erickaboro,VA,2023,7,4,0.9553742444217805,555.4179566563467,124054.61
Butter,4.45,47501,45042,2459,Organic Valley,2023-07-04,Kleinton,IA,2023,7,4,0.9482326687859203,552.5842696629213,200436.9
Milk,1.31,48568,14490,34078,Happy Cows Dairy,2023-07-04,Gulgowskiville,IN,2023,7,4,0.29834458902981387,26013.740458015265,18981.9
Milk,1.2,30704,15669,15035,Dairyland Co-op,2023-07-04,Madera,TX,2023,7,4,0.5103243877019281,12529.166666666668,18802.8
Cheese,8.32,33355,22177,11178,Organic Valley,2023-07-03,New Sandrafield,LA,2023,7,3,0.6648778294108829,1343.5096153846152,184512.64
Cheese,7.88,15583,1932,13651,Organic Valley,2023-07-03,Savanahton,AZ,2023,7,3,0.12398126163126484,1732.3604060913706,15224.16
Cheese,7.6,20348,1454,18894,Dairyland Co-op,2023-07-03,Lake Marquiseberg,SC,2023,7,3,0.07145665421663062,2486.0526315789475,11050.4
Yogurt,2.62,47541,5247,42294,Organic Valley,2023-07-03,Nolanville,UT,2023,7,3,0.11036789297658862,16142.748091603053,13747.140000000001
Yogurt,3.56,9432,384,9048,Fresh Dairy Farms,2023-07-02,Spencerview,IL,2023,7,2,0.04071246819338423,2541.5730337078653,1367.04
Yogurt,3.06,33753,13904,19849,Organic Valley,2023-07-02,Romanshire,KS,2023,7,2,0.4119337540366782,6486.601307189542,42546.24
Cheese,6.81,18462,15099,3363,Organic Valley,2023-06-30,Jefferson City,LA,2023,6,30,0.8178420539486513,493.83259911894277,102824.18999999999
Cheese,8.58,32573,11374,21199,Fresh Dairy Farms,2023-06-30,Phoenix,MT,2023,6,30,0.34918490774567895,2470.7459207459206,97588.92
Milk,1.28,13287,9511,3776,Dairyland Co-op,2023-06-29,Lake Dariuscester,NV,2023,6,29,0.7158124482576955,2950.0,12174.08
Yogurt,3.27,36627,10753,25874,Dairyland Co-op,2023-06-29,Torphyberg,PA,2023,6,29,0.29358123788462065,7912.5382262996945,35162.31
Milk,1.41,32757,5960,26797,Fresh Dairy Farms,2023-06-29,Fort Darrick,MI,2023,6,29,0.18194584363647465,19004.964539007095,8403.6
Milk,1.18,14970,3749,11221,Happy Cows Dairy,2023-06-29,Tallahassee,MI,2023,6,29,0.25043420173680697,9509.322033898306,4423.82
Cheese,8.84,1813,1403,410,Fresh Dairy Farms,2023-06-28,West Domenick,NY,2023,6,28,0.7738554881412024,46.380090497737555,12402.52
Cheese,7.29,23894,19748,4146,Dairyland Co-op,2023-06-28,Pourosborough,IL,2023,6,28,0.8264836360592618,568.7242798353909,143962.92
Butter,5.81,36195,34101,2094,Organic Valley,2023-06-28,New Everett,NJ,2023,6,28,0.9421467053460423,360.41308089500865,198126.81
Cheese,8.08,27926,13200,14726,Dairyland Co-op,2023-06-27,East Eribertotown,NV,2023,6,27,0.47267779130559334,1822.5247524752474,106656.0
Butter,5.97,31743,8958,22785,Happy Cows Dairy,2023-06-27,Dorotheabury,MN,2023,6,27,0.2822039504772706,3816.5829145728644,53479.259999999995
Yogurt,3.51,15700,11373,4327,Fresh Dairy Farms,2023-06-27,East Drew,NV,2023,6,27,0.7243949044585988,1232.7635327635328,39919.229999999996
Yogurt,3.1,19823,4483,15340,Happy Cows Dairy,2023-06-27,Port Roscoeburgh,SC,2023,6,27,0.22615144024617867,4948.387096774193,13897.300000000001
Cheese,9.41,22813,1513,21300,Dairyland Co-op,2023-06-26,East Meaganberg,CT,2023,6,26,0.0663218340419936,2263.5494155154092,14237.33
Butter,4.62,44362,38175,6187,Dairyland Co-op,2023-06-26,El Centro,PA,2023,6,26,0.8605337901807854,1339.1774891774892,176368.5
Yogurt,2.73,17605,2899,14706,Fresh Dairy Farms,2023-06-25,West Cassieworth,LA,2023,6,25,0.1646691280886112,5386.813186813187,7914.2699999999995
Milk,1.14,16563,517,16046,Organic Valley,2023-06-25,Melanymouth,ND,2023,6,25,0.031214152025599226,14075.438596491229,589.38
Milk,1.01,32601,11779,20822,Happy Cows Dairy,2023-06-25,Fort Adalberto,MN,2023,6,25,0.36130793533940675,20615.841584158417,11896.79
Milk,1.33,28372,26003,2369,Organic Valley,2023-06-24,Gottliebport,VT,2023,6,24,0.9165021852530664,1781.203007518797,34583.990000000005
Milk,1.27,45350,19733,25617,Organic Valley,2023-06-23,Compton,NH,2023,6,23,0.43512679162072765,20170.866141732284,25060.91
Butter,4.78,23768,9747,14021,Happy Cows Dairy,2023-06-23,Kozeyfurt,KY,2023,6,23,0.4100891955570515,2933.26359832636,46590.66
Butter,4.02,18330,17796,534,Dairyland Co-op,2023-06-23,Arvada,LA,2023,6,23,0.9708674304418985,132.8358208955224,71539.92
Cheese,7.21,20726,16973,3753,Dairyland Co-op,2023-06-23,East Osbaldo,MA,2023,6,23,0.8189230917687929,520.5270457697642,122375.33
Butter,4.82,33070,28531,4539,Happy Cows Dairy,2023-06-22,Ortizland,VA,2023,6,22,0.8627456909585727,941.701244813278,137519.42
Yogurt,3.06,28497,10861,17636,Dairyland Co-op,2023-06-22,Killeen,MI,2023,6,22,0.381127838018037,5763.398692810458,33234.66
Yogurt,3.17,4511,2284,2227,Fresh Dairy Farms,2023-06-22,New Reedboro,WY,2023,6,22,0.5063178896031922,702.5236593059938,7240.28
Milk,1.29,37905,121,37784,Fresh Dairy Farms,2023-06-21,East Mitchelboro,OH,2023,6,21,0.003192191003825353,29289.922480620153,156.09
Milk,1.34,10144,6609,3535,Fresh Dairy Farms,2023-06-20,Jenkinstown,KY,2023,6,20,0.6515181388012619,2638.059701492537,8856.060000000001
Yogurt,2.58,29860,11032,18828,Happy Cows Dairy,2023-06-20,Boehmton,IN,2023,6,20,0.3694574681848627,7297.674418604651,28462.56
Yogurt,3.41,40400,23341,17059,Organic Valley,2023-06-17,Simshire,ID,2023,6,17,0.5777475247524753,5002.639296187683,79592.81
Butter,5.02,16257,12997,3260,Organic Valley,2023-06-17,Berniechester,MI,2023,6,17,0.7994709971089377,649.402390438247,65244.939999999995
Cheese,8.15,7150,1279,5871,Organic Valley,2023-06-17,Port Kiarraside,NJ,2023,6,17,0.17888111888111888,720.3680981595091,10423.85
Butter,4.78,12686,3832,8854,Dairyland Co-op,2023-06-16,Scranton,HI,2023,6,16,0.30206526880025225,1852.3012552301254,18316.960000000003
Milk,1.33,18331,7292,11039,Fresh Dairy Farms,2023-06-16,Riverton,VT,2023,6,16,0.3977960831378539,8300.0,9698.36
Yogurt,3.37,44282,6130,38152,Happy Cows Dairy,2023-06-16,Fort Tayastead,HI,2023,6,16,0.13843096517772457,11321.06824925816,20658.100000000002
Cheese,7.02,19795,12623,7172,Fresh Dairy Farms,2023-06-16,Leopoldborough,FL,2023,6,16,0.6376862844152564,1021.6524216524217,88613.45999999999
Yogurt,2.51,47405,5753,41652,Happy Cows Dairy,2023-06-16,Jensenborough,AZ,2023,6,16,0.12135850648665752,16594.422310756974,14440.029999999999
Yogurt,2.67,33260,15893,17367,Dairyland Co-op,2023-06-16,North Noe,SC,2023,6,16,0.4778412507516536,6504.494382022472,42434.31
Cheese,6.76,34855,13223,21632,Happy Cows Dairy,2023-06-15,Turnertown,WA,2023,6,15,0.379371682685411,3200.0,89387.48
Cheese,6.89,17601,3869,13732,Fresh Dairy Farms,2023-06-15,Greenbury,IA,2023,6,15,0.2198170558490995,1993.033381712627,26657.41
Milk,1.14,18813,4681,14132,Organic Valley,2023-06-15,North Lottieland,NY,2023,6,15,0.24881730718120448,12396.491228070177,5336.339999999999
Yogurt,2.83,26971,7816,19155,Fresh Dairy Farms,2023-06-15,Norenefield,NC,2023,6,15,0.2897927403507471,6768.5512367491165,22119.28
Butter,5.04,48770,26005,22765,Dairyland Co-op,2023-06-15,Minervahaven,TN,2023,6,15,0.5332171416854624,4516.8650793650795,131065.2
Butter,4.7,26757,19283,7474,Dairyland Co-op,2023-06-14,Jocelynberg,SC,2023,6,14,0.7206712262211757,1590.2127659574467,90630.1
Butter,4.36,6428,4149,2279,Happy Cows Dairy,2023-06-14,Fort Pedroview,NH,2023,6,14,0.645457373988799,522.7064220183486,18089.640000000003
Milk,0.96,43528,32736,10792,Happy Cows Dairy,2023-06-14,Hahnland,NE,2023,6,14,0.7520676346259879,11241.666666666668,31426.559999999998
Milk,1.21,17909,2613,15296,Fresh Dairy Farms,2023-06-13,New Kiana,NV,2023,6,13,0.14590429393042603,12641.322314049587,3161.73
Butter,5.53,26312,21696,4616,Fresh Dairy Farms,2023-06-13,Asheville,NE,2023,6,13,0.8245667376102158,834.7197106690777,119978.88
Milk,1.1,1313,809,504,Dairyland Co-op,2023-06-13,Kennithfield,TN,2023,6,13,0.6161462300076161,458.18181818181813,889.9000000000001
Butter,4.34,25575,5797,19778,Happy Cows Dairy,2023-06-13,Fort Skyefurt,ID,2023,6,13,0.22666666666666666,4557.142857142857,25158.98
Milk,1.22,39898,36091,3807,Fresh Dairy Farms,2023-06-12,Corrinebury,HI,2023,6,12,0.9045816832923956,3120.4918032786886,44031.02
Yogurt,3.32,32035,8953,23082,Organic Valley,2023-06-12,Elmhurst,KY,2023,6,12,0.2794755735913844,6952.409638554217,29723.96
Yogurt,2.98,18036,3227,14809,Fresh Dairy Farms,2023-06-12,South Whittier,NM,2023,6,12,0.17891993790197383,4969.463087248322,9616.46
Yogurt,3.52,3350,2831,519,Happy Cows Dairy,2023-06-12,East Raphaelle,IA,2023,6,12,0.8450746268656717,147.4431818181818,9965.12
Milk,1.4,20019,5358,14661,Dairyland Co-op,2023-06-11,Willmsville,WA,2023,6,11,0.26764573655027724,10472.142857142859,7501.2
Butter,5.6,21345,6241,15104,Dairyland Co-op,2023-06-10,Lizzieburgh,SC,2023,6,10,0.2923869758725697,2697.1428571428573,34949.6
Cheese,7.58,1426,506,920,Fresh Dairy Farms,2023-06-10,Port Marcus,AR,2023,6,10,0.3548387096774194,121.37203166226912,3835.48
Yogurt,2.83,10625,4118,6507,Happy Cows Dairy,2023-06-09,Kansas City,IL,2023,6,9,0.3875764705882353,2299.2932862190814,11653.94
Yogurt,3.38,4749,3715,1034,Organic Valley,2023-06-09,Henriview,HI,2023,6,9,0.7822699515687513,305.91715976331363,12556.699999999999
Milk,1.33,49644,28530,21114,Organic Valley,2023-06-09,Volkmanstad,DE,2023,6,9,0.5746918056562726,15875.187969924811,37944.9
Cheese,9.13,22598,5248,17350,Dairyland Co-op,2023-06-08,Fort Brooke,RI,2023,6,8,0.23223294096822727,1900.328587075575,47914.240000000005
Cheese,6.49,19396,5122,14274,Fresh Dairy Farms,2023-06-08,Harberfurt,NH,2023,6,8,0.2640750670241287,2199.3836671802774,33241.78
Cheese,8.19,22749,15872,6877,Happy Cows Dairy,2023-06-08,Greenholtbury,VT,2023,6,8,0.6977009978460592,839.6825396825398,129991.68
Milk,1.35,31008,15996,15012,Dairyland Co-op,2023-06-08,North Jairotown,SC,2023,6,8,0.5158668730650154,11120.0,21594.600000000002
Cheese,9.24,1429,1188,241,Happy Cows Dairy,2023-06-08,Normal,NJ,2023,6,8,0.8313505948215535,26.08225108225108,10977.12
Cheese,9.51,12050,6326,5724,Dairyland Co-op,2023-06-07,Bradtkeland,AZ,2023,6,7,0.5249792531120332,601.8927444794953,60160.26
Milk,1.34,17812,7902,9910,Happy Cows Dairy,2023-06-07,West Jesse,MN,2023,6,7,0.44363350550190883,7395.522388059701,10588.68
Cheese,7.95,3813,2649,1164,Dairyland Co-op,2023-06-07,Flint,VT,2023,6,7,0.6947285601888277,146.41509433962264,21059.55
Yogurt,3.49,43136,4314,38822,Happy Cows Dairy,2023-06-06,Glen Burnie,CT,2023,6,6,0.10000927299703265,11123.78223495702,15055.86
Yogurt,2.83,7733,2880,4853,Fresh Dairy Farms,2023-06-06,Hermanton,TN,2023,6,6,0.37242984611405666,1714.8409893992932,8150.400000000001
Yogurt,2.85,48360,35746,12614,Organic Valley,2023-06-05,Kaylinboro,GA,2023,6,5,0.7391645988420182,4425.964912280701,101876.1
Yogurt,3.6,24430,4188,20242,Fresh Dairy Farms,2023-06-05,North Rebekahhaven,NC,2023,6,5,0.17142857142857143,5622.777777777777,15076.800000000001
Milk,1.2,22133,20633,1500,Happy Cows Dairy,2023-06-04,Fort Jaquanfurt,IL,2023,6,4,0.9322278949984186,1250.0,24759.6
Butter,4.7,5129,3752,1377,Fresh Dairy Farms,2023-06-03,Lake Geoffrey,GA,2023,6,3,0.7315266133749269,292.97872340425533,17634.4
Yogurt,3.21,18763,17785,978,Dairyland Co-op,2023-06-03,Fort Armando,SD,2023,6,3,0.9478761392101477,304.67289719626166,57089.85
Milk,1.23,28685,22022,6663,Organic Valley,2023-06-02,East Aubreeshire,MA,2023,6,2,0.7677183196792748,5417.073170731707,27087.06
Cheese,8.79,19080,75,19005,Fresh Dairy Farms,2023-06-02,Mullercester,VT,2023,6,2,0.003930817610062893,2162.1160409556314,659.2499999999999
Cheese,8.83,38504,15519,22985,Fresh Dairy Farms,2023-06-01,Parisianfurt,HI,2023,6,1,0.4030490338666113,2603.0577576443943,137032.77
Butter,4.21,30623,26521,4102,Organic Valley,2023-06-01,Ebertberg,MA,2023,6,1,0.8660483949972243,974.3467933491687,111653.41
Yogurt,3.41,45619,38132,7487,Fresh Dairy Farms,2023-06-01,East Kay,ID,2023,6,1,0.835879786930884,2195.6011730205278,130030.12000000001
Butter,4.31,12482,10355,2127,Dairyland Co-op,2023-06-01,Electacester,NJ,2023,6,1,0.8295946162473963,493.50348027842233,44630.049999999996
Cheese,7.96,16290,3905,12385,Fresh Dairy Farms,2023-06-01,Gleichnerville,VT,2023,6,1,0.23971761817065684,1555.9045226130654,31083.8
Yogurt,2.63,32067,20667,11400,Dairyland Co-op,2023-05-31,South Roger,VT,2023,5,31,0.644494339975676,4334.600760456274,54354.21
Milk,1.25,42202,18338,23864,Dairyland Co-op,2023-05-31,Fort Lucious,ID,2023,5,31,0.4345291692336856,19091.2,22922.5
Yogurt,2.44,14445,9879,4566,Dairyland Co-op,2023-05-31,Dariushaven,NC,2023,5,31,0.6839044652128764,1871.311475409836,24104.76
Milk,1.37,27878,25612,2266,Organic Valley,2023-05-30,Bartolettiworth,GA,2023,5,30,0.9187172680967071,1654.014598540146,35088.44
Yogurt,3.0,40121,19855,20266,Dairyland Co-op,2023-05-30,Margarettown,CT,2023,5,30,0.49487799406794447,6755.333333333333,59565.0
Butter,4.41,47318,3063,44255,Organic Valley,2023-05-30,Lefflerborough,IN,2023,5,30,0.06473223720360116,10035.14739229025,13507.83
Milk,1.24,47835,23272,24563,Organic Valley,2023-05-29,Salinas,RI,2023,5,29,0.48650569666562143,19808.870967741936,28857.28
Milk,1.12,30844,13593,17251,Fresh Dairy Farms,2023-05-28,Gutkowskiland,MI,2023,5,28,0.44070159512384904,15402.67857142857,15224.160000000002
Butter,4.93,15620,14768,852,Organic Valley,2023-05-27,Emmanuelland,NM,2023,5,27,0.9454545454545454,172.81947261663288,72806.23999999999
Yogurt,3.16,10927,9346,1581,Organic Valley,2023-05-27,Vacaville,NE,2023,5,27,0.8553125285988835,500.3164556962025,29533.36
Milk,1.0,21368,2885,18483,Dairyland Co-op,2023-05-27,Garretcester,NM,2023,5,27,0.13501497566454512,18483.0,2885.0
Yogurt,3.44,37086,8416,28670,Dairyland Co-op,2023-05-27,Doyleworth,RI,2023,5,27,0.22693199590141833,8334.302325581395,28951.04
Yogurt,2.48,44767,32484,12283,Fresh Dairy Farms,2023-05-27,Spencertown,MA,2023,5,27,0.725623785377622,4952.822580645161,80560.31999999999
Milk,1.03,4391,4337,54,Happy Cows Dairy,2023-05-26,Joesphborough,ME,2023,5,26,0.9877021179685721,52.42718446601942,4467.11
Cheese,7.23,38746,12456,26290,Dairyland Co-op,2023-05-26,Fort Ervin,WA,2023,5,26,0.3214783461518608,3636.2378976486857,90056.88
Butter,5.05,11935,11904,31,Dairyland Co-op,2023-05-26,Heathcotebury,TX,2023,5,26,0.9974025974025974,6.138613861386139,60115.2
